samples,features,classes,clusters,seed,population_size,point,class,target,model,min_fitness,mean_fitness,fitness_std,max_fitness,accuracy
10,32,2,1,1,2000,0,1,0,MLPClassifier,-6.702085654696379,-6.289220755670388,0.28319578325379785,-5.608899534271499,1.0
10,32,2,1,1,2000,0,1,1,MLPClassifier,-1.4344197468791633,-0.8254072189314152,0.4277095461774609,-0.01994274643079086,1.0
10,32,2,1,1,2000,1,0,0,MLPClassifier,-1.3647163383342804,-0.7819630254848263,0.34335320496643845,-0.0054434420886461665,1.0
10,32,2,1,1,2000,1,0,1,MLPClassifier,-6.529216884803054,-6.107215432347158,0.3209774903421313,-5.368138238840443,1.0
10,32,2,1,1,2000,2,0,0,MLPClassifier,-1.0421219651051146,-0.6160036260896509,0.2630739696532766,-0.014648066309955077,1.0
10,32,2,1,1,2000,2,0,1,MLPClassifier,-6.930208628622606,-6.7166674350130915,0.14708109202029254,-6.375940327164571,1.0
10,32,2,1,1,2000,3,0,0,MLPClassifier,-1.4021742508206214,-0.7048022167628959,0.3613524410869419,-0.0034057636139150915,1.0
10,32,2,1,1,2000,3,0,1,MLPClassifier,-8.448461221001219,-8.022431299767364,0.30211672146038926,-7.245869881294273,1.0
10,32,2,1,1,2000,4,1,0,MLPClassifier,-8.355623242894456,-8.053045011633108,0.21498167931265105,-7.525700161665035,1.0
10,32,2,1,1,2000,4,1,1,MLPClassifier,-1.7075927547043028,-1.073967540260996,0.4516853290838167,-0.11895343412692694,1.0
10,32,2,1,1,2000,5,0,0,MLPClassifier,-0.6743801587239245,-0.401399867648364,0.16689716220755857,-0.015226654177113552,1.0
10,32,2,1,1,2000,5,0,1,MLPClassifier,-5.0907051746001475,-4.712641935895519,0.2843881444604984,-4.048963182347198,1.0
10,32,2,1,1,2000,6,1,0,MLPClassifier,-8.734868480633128,-8.300912808207308,0.27252102508896586,-7.838671640757321,1.0
10,32,2,1,1,2000,6,1,1,MLPClassifier,-1.8020340301556521,-0.9560023762580979,0.5191573747134828,-0.018033596302320376,1.0
10,32,2,1,1,2000,7,0,0,MLPClassifier,-1.6219653944333856,-1.0013332413681602,0.41966069717282883,-0.01461436574058439,1.0
10,32,2,1,1,2000,7,0,1,MLPClassifier,-6.04415559687138,-5.747360953434792,0.2108733804548798,-5.18949136177532,1.0
10,32,2,1,1,2000,8,1,0,MLPClassifier,-6.086498879484609,-5.766334392377223,0.22883095438076176,-5.0799819135399495,1.0
10,32,2,1,1,2000,8,1,1,MLPClassifier,-1.0001104197569772,-0.4860107220212783,0.25471915201766193,-0.003301685828478146,1.0
10,32,2,1,1,2000,9,1,0,MLPClassifier,-3.809552793253948,-3.11227867567629,0.4964901612114519,-2.0087491150749037,1.0
10,32,2,1,1,2000,9,1,1,MLPClassifier,-1.013764256634553,-0.599482991414404,0.26156756203934933,-0.028413247426076982,1.0
10,4,2,1,1,2000,0,0,0,MLPClassifier,-0.029685624074145284,-0.016094323538227415,0.008459761687989653,-3.061730660536277e-05,1.0
10,4,2,1,1,2000,0,0,1,MLPClassifier,-1.2132359257522038,-1.2009031557903593,0.007269210684740106,-1.1889271996166453,1.0
10,4,2,1,1,2000,1,0,0,MLPClassifier,-0.04708001005931883,-0.023798170716479623,0.013804262398301669,-0.0017759898757782056,1.0
10,4,2,1,1,2000,1,0,1,MLPClassifier,-0.3357549156045809,-0.32431587285036967,0.00787305958953025,-0.311713633133855,1.0
10,4,2,1,1,2000,2,1,0,MLPClassifier,-0.6648741205436323,-0.6336400571905134,0.017787056431684982,-0.5993968101649267,1.0
10,4,2,1,1,2000,2,1,1,MLPClassifier,-0.05219151177515213,-0.02782055629819067,0.015429128503950281,-0.00010805913016032065,1.0
10,4,2,1,1,2000,3,0,0,MLPClassifier,-0.036902823159041045,-0.018369170648813632,0.010674408642347867,-0.00019490604424043934,1.0
10,4,2,1,1,2000,3,0,1,MLPClassifier,-0.06461075371824776,-0.04315838355760868,0.010295779439223846,-0.031147971212817427,1.0
10,4,2,1,1,2000,4,0,0,MLPClassifier,-0.030128180858602666,-0.014946824805122223,0.008531115574791387,-0.00010994353414717217,1.0
10,4,2,1,1,2000,4,0,1,MLPClassifier,-1.433524968008106,-1.417858311722063,0.009222384890398023,-1.388002941277626,1.0
10,4,2,1,1,2000,5,1,0,MLPClassifier,-1.5850194625927174,-1.5629054574473715,0.013788678259474517,-1.5388479423069887,1.0
10,4,2,1,1,2000,5,1,1,MLPClassifier,-0.04846493125111184,-0.0246232507894235,0.013305510430622608,-0.0007040697225545456,1.0
10,4,2,1,1,2000,6,0,0,MLPClassifier,-0.05712006361285163,-0.030200936985839085,0.01654644500755132,-5.672483752494628e-06,1.0
10,4,2,1,1,2000,6,0,1,MLPClassifier,-1.4666008920877842,-1.4406293890255448,0.01727499161903408,-1.4066925383381632,1.0
10,4,2,1,1,2000,7,0,0,MLPClassifier,-0.02830134994475659,-0.01421657270496809,0.008445152039492587,-4.109720366574088e-05,1.0
10,4,2,1,1,2000,7,0,1,MLPClassifier,-1.157651913896353,-1.140172808070334,0.010830790733502236,-1.118827140580424,1.0
10,4,2,1,1,2000,8,0,0,MLPClassifier,-0.030915595415070576,-0.016066519997345385,0.008183033085249283,-0.001658691934140144,1.0
10,4,2,1,1,2000,8,0,1,MLPClassifier,-1.502587394929818,-1.4845540080206154,0.010144251070332198,-1.4683162002616927,1.0
10,4,2,1,1,2000,9,0,0,MLPClassifier,-0.0354528749132057,-0.018861184263287836,0.00970541553839055,-0.0017186342824055956,1.0
