dataset_id,point,class,target,model,min_fitness,mean_fitness,max_fitness,accuracy
0,-2830144896685168467,0,1,MLPClassifier,-0.7048900202592259,-0.6614156910878738,-0.6386287438362197,1.0
0,-4510597781759187177,0,0,RandomForestClassifier,-0.25652758871592085,-0.1367847165990205,-0.001288933940802428,1.0
0,-4510597781759187177,0,1,RandomForestClassifier,-1.0036124886002828,-0.9255833764567153,-0.8292698412632321,1.0
0,5874732301397818788,0,0,RandomForestClassifier,-0.08795625442162425,-0.04436793295151593,-0.00013319384301202497,1.0
0,5874732301397818788,0,1,RandomForestClassifier,-0.5946207382363485,-0.567158290332725,-0.5104754306045426,1.0
0,689203512367814292,0,0,RandomForestClassifier,-0.09580287710285629,-0.04883403294119923,-8.309527210825784e-05,1.0
0,689203512367814292,0,1,RandomForestClassifier,-0.950551571062346,-0.9024602182774724,-0.8410488443974429,1.0
0,-5981119424268564462,0,0,RandomForestClassifier,-0.3360154666855516,-0.18414153380573664,-0.0007100913156541377,1.0
0,-5981119424268564462,0,1,RandomForestClassifier,-1.340116599301178,-1.2736841433041783,-1.1904333952730561,1.0
0,-5249557742319277329,1,0,RandomForestClassifier,-1.5350165301458094,-1.5103601992597615,-1.4983257272216493,1.0
0,-5249557742319277329,1,1,RandomForestClassifier,-0.11628389276904061,-0.058825987725508164,-8.101294107110135e-06,1.0
0,-2283496832512344899,0,0,RandomForestClassifier,-0.11538770153511069,-0.06345326278563668,-0.0005299118275554626,1.0
0,-2283496832512344899,0,1,RandomForestClassifier,-1.1613983948096167,-1.1020315744178093,-1.034588429762074,1.0
0,-8235078886270526498,1,0,RandomForestClassifier,-1.1071976022781467,-1.0623083357994367,-1.0286388935742776,1.0
0,-8235078886270526498,1,1,RandomForestClassifier,-0.12281132540301276,-0.06884293986496519,-1.7461817702013605e-05,1.0
0,8361743677887155011,1,0,RandomForestClassifier,-1.2306779131006464,-1.2069801424405313,-1.1944435275627412,1.0
0,8361743677887155011,1,1,RandomForestClassifier,-0.15112277025396284,-0.07754940015812316,-4.4172044910251174e-05,1.0
0,-673109146871590390,1,0,RandomForestClassifier,-1.8138040477831996,-1.7746937588822806,-1.7462394955585079,1.0
0,-673109146871590390,1,1,RandomForestClassifier,-0.14960962554940033,-0.07254223710662876,-0.00019563788126131243,1.0
0,3538481709468243158,0,0,RandomForestClassifier,-0.0896020718634359,-0.046455972253499296,-0.0012702707746090613,1.0
0,3538481709468243158,0,1,RandomForestClassifier,-0.7571167127251625,-0.699478661211982,-0.6255022384851641,1.0
0,3141390408543064301,1,0,RandomForestClassifier,-1.052307156784248,-1.0031497779848049,-0.957844981933478,1.0
0,3141390408543064301,1,1,RandomForestClassifier,-0.1300276352853581,-0.06590601848402562,-0.00024412543455198943,1.0
0,-5291287027796096435,0,0,RandomForestClassifier,-0.15740574474724872,-0.08074043564358,-0.00025674279603693506,1.0
0,-5291287027796096435,0,1,RandomForestClassifier,-1.055464283678455,-1.0310611910983434,-1.0164287586537704,1.0
0,-3669545390379282989,1,0,RandomForestClassifier,-1.9871852880693797,-1.9614166903818273,-1.9454561497096987,1.0
0,-3669545390379282989,1,1,RandomForestClassifier,-0.3028731353261986,-0.16346268082255538,-0.0007668733680611939,1.0
0,-1733593099514943365,0,0,RandomForestClassifier,-0.19549079093436306,-0.10639993485134198,-0.0005609985382381,1.0
0,-1733593099514943365,0,1,RandomForestClassifier,-0.950561740513645,-0.8944359566369692,-0.8502627935850483,1.0
0,-8054553100402963366,1,0,RandomForestClassifier,-1.2884423715290425,-1.2702339258312654,-1.2607842459899057,1.0
0,-8054553100402963366,1,1,RandomForestClassifier,-0.13623262053480545,-0.07055531955608448,-0.00045576372090339046,1.0
0,7742001039758628176,1,0,RandomForestClassifier,-1.1239233608958021,-1.100970020132309,-1.0875042962959287,1.0
0,7742001039758628176,1,1,RandomForestClassifier,-0.15582512381076885,-0.07946559142990832,-0.0020309816755836874,1.0
0,897533698252709822,1,0,RandomForestClassifier,-1.4698069090014838,-1.4553119741032783,-1.447045398070559,1.0
0,897533698252709822,1,1,RandomForestClassifier,-0.13751324600542694,-0.07122614418099296,-0.0031175625172481514,1.0
0,6587815490256989823,0,0,RandomForestClassifier,-0.3911194187465228,-0.2144971280465412,-0.0002363684713146963,1.0
0,6587815490256989823,0,1,RandomForestClassifier,-1.3055936850626293,-1.214957750566946,-1.1041018566652323,1.0
0,5248638627006141910,0,0,RandomForestClassifier,-0.1112434759782055,-0.059263606358331916,-3.6048705059577024e-05,1.0
0,5248638627006141910,0,1,RandomForestClassifier,-0.8864037968190852,-0.8719589125892553,-0.8601028879620392,1.0
0,-5698592074795574380,0,0,RandomForestClassifier,-0.19275984599764562,-0.10688076222811035,-0.00041624605871593,1.0
0,-5698592074795574380,0,1,RandomForestClassifier,-0.8282525153674972,-0.7653911654747054,-0.7202970831210818,1.0
0,5540415386871103628,0,0,RandomForestClassifier,-0.10043187398740662,-0.05261337443460724,-6.258191035635186e-05,1.0
0,5540415386871103628,0,1,RandomForestClassifier,-0.8975574695563495,-0.864114794329192,-0.8044846724062631,1.0
0,307241348697530632,1,0,RandomForestClassifier,-1.3806144814247545,-1.3651831704287343,-1.3563767607365333,1.0
0,307241348697530632,1,1,RandomForestClassifier,-0.1237064946327806,-0.0651068054598637,-0.0004704501356644908,1.0
0,2580541239459249058,1,0,RandomForestClassifier,-1.2832410280547588,-1.2517184208522256,-1.2371490981990139,1.0
0,2580541239459249058,1,1,RandomForestClassifier,-0.11319100357782408,-0.057386938802621,-3.858639027387589e-05,1.0
0,-2633615629027486425,0,0,RandomForestClassifier,-0.1482347165475938,-0.07601919023101948,-0.00041525001018949403,1.0
0,-2633615629027486425,0,1,RandomForestClassifier,-0.8213694671132928,-0.7918591129150195,-0.7739720336855206,1.0
0,1560980624783017653,0,0,RandomForestClassifier,-0.10696130024891859,-0.057761655165034224,-9.303847235264673e-05,1.0
0,1560980624783017653,0,1,RandomForestClassifier,-1.0351028320930808,-1.0032563105371826,-0.952418701340458,1.0
0,-8833526597647508929,0,0,RandomForestClassifier,-0.12489393945230913,-0.06447369718659343,-0.0013842852433733066,1.0
0,-8833526597647508929,0,1,RandomForestClassifier,-0.97293838444071,-0.9560481239632608,-0.9427640336328356,1.0
0,-1562869315194378989,0,0,RandomForestClassifier,-0.11121103958457546,-0.06057733462485015,-5.2137472153379605e-05,1.0
0,-1562869315194378989,0,1,RandomForestClassifier,-0.7952675244024769,-0.7440764857289985,-0.6772485399022374,1.0
0,-149058659341497315,1,0,RandomForestClassifier,-0.7366634239987887,-0.689880619451733,-0.6173927300644653,1.0
0,-149058659341497315,1,1,RandomForestClassifier,-0.12264050263172965,-0.06463045963045318,-0.0001279975171648573,1.0
0,382750387575492907,0,0,RandomForestClassifier,-0.11902079537728125,-0.061604537683695434,-0.0012148181378262013,1.0
0,382750387575492907,0,1,RandomForestClassifier,-1.0198899523384497,-0.9304131259081162,-0.8574036453345166,1.0
0,-2830144896685168467,0,0,RandomForestClassifier,-0.13141867209188307,-0.07077882565244992,-5.786248399441973e-05,1.0
0,-2830144896685168467,0,1,RandomForestClassifier,-0.7272224816160304,-0.6289775020823565,-0.5591841676118894,1.0
1,-3012640739634765469,1,0,SVC,-0.833648985251477,-0.6372541563934427,-0.4436288815407492,1.0
1,-3012640739634765469,1,1,SVC,-0.2788157460918135,-0.15108359312288105,-0.0006704087046330853,1.0
1,-1108354678874250966,0,0,SVC,-0.1703890902326552,-0.09519459245809399,-0.0006134998122629409,1.0
1,-1108354678874250966,0,1,SVC,-0.5941348566798474,-0.50772032124282,-0.42939534479406916,1.0
1,-2932517176225799446,1,0,SVC,-1.1947333072685415,-1.1185130580492288,-1.0499959904722793,1.0
1,-2932517176225799446,1,1,SVC,-0.20049222792511356,-0.1069800194939823,-0.00039396997310925386,1.0
1,5838081886696112550,1,0,SVC,-1.0280839309801255,-0.9514034724553807,-0.8751009202104876,1.0
1,5838081886696112550,1,1,SVC,-0.1877810030050384,-0.0970182271814366,-0.0009891769903708214,1.0
1,3233945921174043463,0,0,SVC,-0.21089978573146914,-0.11199529451944562,-0.0018356509546779698,1.0
1,3233945921174043463,0,1,SVC,-1.4382521183933195,-1.3727769515127175,-1.308797226227996,1.0
1,2019963908412767632,0,0,SVC,-0.19737707293299334,-0.0966608289720664,-0.00010115902900809104,1.0
1,2019963908412767632,0,1,SVC,-0.3204479539748817,-0.19186950704933503,-0.04524049767226976,1.0
1,-6098599901398065201,1,0,SVC,-1.0443287618752493,-0.9049975377333471,-0.7849431278232545,1.0
1,-6098599901398065201,1,1,SVC,-0.22772244297117775,-0.12554598847287812,-0.0023433899293239246,1.0
1,316989519427196222,1,0,SVC,-1.1145304162819072,-0.906338914134302,-0.7216946110509095,1.0
1,316989519427196222,1,1,SVC,-0.30240126212318424,-0.15934804031249117,-4.9108768532812874e-05,1.0
1,5600004575255888294,0,0,SVC,-0.5481792707172843,-0.3057312167858806,-0.0006475932896585768,1.0
1,5600004575255888294,0,1,SVC,-1.6551133144462566,-1.3898728226555885,-1.0678644529871195,1.0
1,5016038845129074004,1,0,SVC,-0.9437538121035143,-0.8470236736940269,-0.7774930137159707,1.0
1,5016038845129074004,1,1,SVC,-0.15529171105268624,-0.08206830227888746,-0.0009138128520707056,1.0
1,-2376974735140670936,1,0,SVC,-0.8167982694948754,-0.5982252978801864,-0.36725170958979003,1.0
1,-2376974735140670936,1,1,SVC,-0.2964493814197585,-0.15359127791286517,-0.0072191871061678126,1.0
1,-3812844483877610726,1,0,SVC,-1.0505649902457623,-0.958614083013303,-0.8822130274727126,1.0
1,-3812844483877610726,1,1,SVC,-0.21145821454712674,-0.11085795634865789,-0.00022710888076948876,1.0
1,-5221560436739141108,1,0,SVC,-0.9095824337143292,-0.8154003887715987,-0.7269947345442929,1.0
1,-5221560436739141108,1,1,SVC,-0.16692464665308973,-0.08799641784464755,-0.000582014310686052,1.0
1,8364972212654991365,1,0,SVC,-0.9789720656396781,-0.7081447186401549,-0.4185963354884795,1.0
1,8364972212654991365,1,1,SVC,-0.31874248632273616,-0.16203866505643538,-3.042604453795672e-05,1.0
1,-1923461349491849849,1,0,SVC,-1.1520354129133858,-1.0953685046333221,-1.0291724893493468,1.0
1,-1923461349491849849,1,1,SVC,-0.1879514397730967,-0.10249289008376802,-3.171985595962212e-05,1.0
1,5785978953907429681,0,0,SVC,-0.1769019625072893,-0.08784671945974654,-0.0014395761206368318,1.0
1,5785978953907429681,0,1,SVC,-1.002495269717376,-0.916106202690709,-0.836832828488953,1.0
1,4535942254650593895,1,0,SVC,-0.801427277098372,-0.6451763800548397,-0.5013914360323097,1.0
1,4535942254650593895,1,1,SVC,-0.22243040091021993,-0.12127063574370198,-0.00028660829839533,1.0
1,8603012482199065683,1,0,SVC,-0.9384675717047211,-0.8401497397179137,-0.7606786150473562,1.0
1,8603012482199065683,1,1,SVC,-0.1733443274775608,-0.09000568618751044,-5.618312174771045e-05,1.0
1,-3366658777320439264,0,0,SVC,-0.38452381483543396,-0.21181927158006036,-0.00016903876757279335,1.0
1,-3366658777320439264,0,1,SVC,-1.8291896821941411,-1.6502537922467446,-1.4639543316379435,1.0
1,-3859010470960782148,0,0,SVC,-0.23297009549122993,-0.11816646220281538,-0.0009853812854874189,1.0
1,-3859010470960782148,0,1,SVC,-1.7421077022366436,-1.6769434714703844,-1.6119495969512563,1.0
1,548585804630680346,0,0,SVC,-1.4745661619035557,-1.0193867871579216,-0.015492309004357274,1.0
1,548585804630680346,0,1,SVC,-3.109244334988809,-2.8389548909516553,-2.53973990386723,1.0
1,6006391957211182779,0,0,SVC,-0.19079678111273327,-0.1025027369070888,-0.003117144164938135,1.0
1,6006391957211182779,0,1,SVC,-1.1269812693210888,-1.0541709609353307,-0.9875108747754492,1.0
1,-9069607776394271183,1,0,SVC,-0.8660340255301792,-0.7726037463991258,-0.7018753898446113,1.0
1,-9069607776394271183,1,1,SVC,-0.16341682502772797,-0.08628996858923439,-0.0027061934615053573,1.0
1,4721299265219939636,0,0,SVC,-0.19005473715474208,-0.10262658050028207,-0.002274730318387652,1.0
1,4721299265219939636,0,1,SVC,-1.3790424505556285,-1.320910282881655,-1.26223578652822,1.0
1,7839105004030157458,1,0,SVC,-1.1877386659513176,-1.1147309186712218,-1.0476454931981891,1.0
1,7839105004030157458,1,1,SVC,-0.1930081140104591,-0.10390978403490854,-0.0010465530777177268,1.0
1,-5969043941816297712,1,0,SVC,-1.072743997000492,-0.9881520089039426,-0.9090283922521664,1.0
1,-5969043941816297712,1,1,SVC,-0.19066996578403145,-0.09658733490050926,-0.00011889245472884724,1.0
1,-7122679374130158787,0,0,SVC,-0.3333616500881462,-0.17798645700074858,-0.0004851478401759479,1.0
1,-7122679374130158787,0,1,SVC,-1.677700753951846,-1.5079804807730988,-1.3346756976376621,1.0
1,-6835509710578304167,1,0,SVC,-1.5403902656236772,-1.3900101251152104,-1.2203614020091453,1.0
1,-6835509710578304167,1,1,SVC,-0.4073025493311913,-0.21367540761680448,-0.0007392112434040365,1.0
1,-9151945997637674247,0,0,SVC,-0.19529129401080536,-0.10418114996369639,-0.00026520963214671234,1.0
1,-9151945997637674247,0,1,SVC,-1.4760358640762081,-1.404356013221955,-1.3459724736642666,1.0
1,8845407985761765588,1,0,SVC,-0.8328863514593333,-0.7122951097475787,-0.6142978709422554,1.0
1,8845407985761765588,1,1,SVC,-0.18830051179433985,-0.09662091531267192,-7.68187790922692e-06,1.0
1,-3012640739634765469,1,0,MLPClassifier,-0.7950944305876061,-0.6128890127469149,-0.42373383762181954,1.0
1,-3012640739634765469,1,1,MLPClassifier,-0.2803014209510084,-0.15193662189667145,-0.0006704087046330853,1.0
1,-1108354678874250966,0,0,MLPClassifier,-0.18157244768556713,-0.10003461811887665,-0.00017164784390910626,1.0
1,-1108354678874250966,0,1,MLPClassifier,-0.6003749359734372,-0.519636666757654,-0.45082281886010683,1.0
1,-2932517176225799446,1,0,MLPClassifier,-1.1291306002282075,-1.0519248854103598,-0.9912440844881248,1.0
1,-2932517176225799446,1,1,MLPClassifier,-0.201908913913463,-0.10586583040696254,-0.00039396997310925386,1.0
1,5838081886696112550,1,0,MLPClassifier,-0.927724285036597,-0.8552797769258422,-0.7929169741464869,1.0
1,5838081886696112550,1,1,MLPClassifier,-0.1919154354790232,-0.10350457766271323,-0.0009891769903708214,1.0
1,3233945921174043463,0,0,MLPClassifier,-0.20438820022983745,-0.10806568016487171,-0.00011887642468577653,1.0
1,3233945921174043463,0,1,MLPClassifier,-1.465774643858092,-1.3841383442421764,-1.3111541904447102,1.0
1,2019963908412767632,0,0,MLPClassifier,-0.1889059665021715,-0.09289597502446487,-0.00010115902900809104,1.0
